score,TARGET,score_bin
703.75,1,"(692.399, 706.339]"
744.66,0,"(742.46, 747.821]"
742.17,0,"(738.213, 742.46]"
710.46,0,"(706.339, 714.108]"
717.39,0,"(714.108, 719.884]"
723.36,0,"(719.884, 725.226]"
693.39,0,"(692.399, 706.339]"
720.12,0,"(719.884, 725.226]"
728.77,0,"(725.226, 729.815]"
728.12,0,"(725.226, 729.815]"
719.8,0,"(714.108, 719.884]"
733.76,0,"(729.815, 733.84]"
710.18,0,"(706.339, 714.108]"
735.34,0,"(733.84, 738.213]"
714.7,0,"(714.108, 719.884]"
747.66,0,"(742.46, 747.821]"
760.57,0,"(747.821, 763.22]"
713.15,0,"(706.339, 714.108]"
715.84,0,"(714.108, 719.884]"
702.13,0,"(692.399, 706.339]"
730.65,0,"(729.815, 733.84]"
745.35,0,"(742.46, 747.821]"
727.32,0,"(725.226, 729.815]"
752.19,0,"(747.821, 763.22]"
745.27,0,"(742.46, 747.821]"
722.22,1,"(719.884, 725.226]"
728.92,0,"(725.226, 729.815]"
743.92,0,"(742.46, 747.821]"
741.73,0,"(738.213, 742.46]"
704.26,0,"(692.399, 706.339]"
730.99,0,"(729.815, 733.84]"
706.21,0,"(692.399, 706.339]"
712.69,0,"(706.339, 714.108]"
744.92,0,"(742.46, 747.821]"
711.49,0,"(706.339, 714.108]"
728.55,0,"(725.226, 729.815]"
725.27,0,"(725.226, 729.815]"
716.24,0,"(714.108, 719.884]"
725.17,0,"(719.884, 725.226]"
720.01,0,"(719.884, 725.226]"
705.98,0,"(692.399, 706.339]"
742.63,0,"(742.46, 747.821]"
710.27,0,"(706.339, 714.108]"
729.4,0,"(725.226, 729.815]"
743.0,0,"(742.46, 747.821]"
746.79,0,"(742.46, 747.821]"
704.81,0,"(692.399, 706.339]"
737.17,0,"(733.84, 738.213]"
747.47,0,"(742.46, 747.821]"
755.26,0,"(747.821, 763.22]"
715.67,0,"(714.108, 719.884]"
745.03,0,"(742.46, 747.821]"
747.48,0,"(742.46, 747.821]"
723.04,1,"(719.884, 725.226]"
730.45,0,"(729.815, 733.84]"
705.57,0,"(692.399, 706.339]"
729.82,0,"(729.815, 733.84]"
728.05,0,"(725.226, 729.815]"
743.32,1,"(742.46, 747.821]"
725.72,0,"(725.226, 729.815]"
715.21,0,"(714.108, 719.884]"
717.49,0,"(714.108, 719.884]"
708.85,0,"(706.339, 714.108]"
717.37,0,"(714.108, 719.884]"
747.43,1,"(742.46, 747.821]"
707.27,0,"(706.339, 714.108]"
739.62,0,"(738.213, 742.46]"
735.16,0,"(733.84, 738.213]"
713.83,0,"(706.339, 714.108]"
747.61,0,"(742.46, 747.821]"
727.53,0,"(725.226, 729.815]"
717.92,1,"(714.108, 719.884]"
729.92,0,"(729.815, 733.84]"
732.68,0,"(729.815, 733.84]"
718.23,0,"(714.108, 719.884]"
732.37,0,"(729.815, 733.84]"
741.23,0,"(738.213, 742.46]"
704.11,0,"(692.399, 706.339]"
726.54,0,"(725.226, 729.815]"
724.97,0,"(719.884, 725.226]"
726.56,0,"(725.226, 729.815]"
698.58,1,"(692.399, 706.339]"
719.49,0,"(714.108, 719.884]"
733.84,0,"(729.815, 733.84]"
717.27,0,"(714.108, 719.884]"
721.04,0,"(719.884, 725.226]"
714.59,1,"(714.108, 719.884]"
702.56,0,"(692.399, 706.339]"
714.7,0,"(714.108, 719.884]"
721.94,0,"(719.884, 725.226]"
703.02,1,"(692.399, 706.339]"
713.15,0,"(706.339, 714.108]"
745.22,0,"(742.46, 747.821]"
735.74,1,"(733.84, 738.213]"
721.53,0,"(719.884, 725.226]"
730.56,0,"(729.815, 733.84]"
744.54,0,"(742.46, 747.821]"
732.62,0,"(729.815, 733.84]"
731.3,0,"(729.815, 733.84]"
716.01,0,"(714.108, 719.884]"
732.86,0,"(729.815, 733.84]"
741.38,0,"(738.213, 742.46]"
743.31,0,"(742.46, 747.821]"
740.64,0,"(738.213, 742.46]"
731.57,0,"(729.815, 733.84]"
738.21,0,"(733.84, 738.213]"
750.35,0,"(747.821, 763.22]"
742.87,0,"(742.46, 747.821]"
706.83,0,"(706.339, 714.108]"
731.49,0,"(729.815, 733.84]"
710.97,0,"(706.339, 714.108]"
740.54,0,"(738.213, 742.46]"
728.17,0,"(725.226, 729.815]"
733.92,0,"(733.84, 738.213]"
710.14,0,"(706.339, 714.108]"
712.71,0,"(706.339, 714.108]"
713.35,1,"(706.339, 714.108]"
713.55,0,"(706.339, 714.108]"
749.8,0,"(747.821, 763.22]"
739.51,0,"(738.213, 742.46]"
710.34,0,"(706.339, 714.108]"
723.37,0,"(719.884, 725.226]"
741.38,0,"(738.213, 742.46]"
747.16,0,"(742.46, 747.821]"
751.98,0,"(747.821, 763.22]"
742.13,0,"(738.213, 742.46]"
709.32,0,"(706.339, 714.108]"
722.32,0,"(719.884, 725.226]"
749.26,1,"(747.821, 763.22]"
737.37,0,"(733.84, 738.213]"
702.56,0,"(692.399, 706.339]"
736.82,1,"(733.84, 738.213]"
735.09,0,"(733.84, 738.213]"
746.68,0,"(742.46, 747.821]"
737.46,0,"(733.84, 738.213]"
714.54,0,"(714.108, 719.884]"
711.97,0,"(706.339, 714.108]"
726.05,0,"(725.226, 729.815]"
698.61,1,"(692.399, 706.339]"
708.13,0,"(706.339, 714.108]"
745.58,0,"(742.46, 747.821]"
745.76,0,"(742.46, 747.821]"
747.44,0,"(742.46, 747.821]"
740.62,0,"(738.213, 742.46]"
734.7,0,"(733.84, 738.213]"
705.23,0,"(692.399, 706.339]"
698.26,0,"(692.399, 706.339]"
733.52,0,"(729.815, 733.84]"
697.93,0,"(692.399, 706.339]"
757.73,0,"(747.821, 763.22]"
735.07,0,"(733.84, 738.213]"
730.6,0,"(729.815, 733.84]"
723.33,0,"(719.884, 725.226]"
738.18,0,"(733.84, 738.213]"
743.65,0,"(742.46, 747.821]"
709.46,1,"(706.339, 714.108]"
744.53,0,"(742.46, 747.821]"
744.69,0,"(742.46, 747.821]"
737.04,0,"(733.84, 738.213]"
730.38,0,"(729.815, 733.84]"
737.71,0,"(733.84, 738.213]"
717.84,0,"(714.108, 719.884]"
702.64,0,"(692.399, 706.339]"
705.08,0,"(692.399, 706.339]"
725.56,0,"(725.226, 729.815]"
726.63,0,"(725.226, 729.815]"
733.91,1,"(733.84, 738.213]"
730.64,0,"(729.815, 733.84]"
734.79,0,"(733.84, 738.213]"
731.85,0,"(729.815, 733.84]"
728.02,0,"(725.226, 729.815]"
743.37,0,"(742.46, 747.821]"
738.88,0,"(738.213, 742.46]"
748.8,0,"(747.821, 763.22]"
726.57,0,"(725.226, 729.815]"
750.17,0,"(747.821, 763.22]"
733.95,0,"(733.84, 738.213]"
726.71,0,"(725.226, 729.815]"
726.38,0,"(725.226, 729.815]"
736.41,0,"(733.84, 738.213]"
727.95,0,"(725.226, 729.815]"
733.99,1,"(733.84, 738.213]"
727.9,0,"(725.226, 729.815]"
742.36,0,"(738.213, 742.46]"
719.33,0,"(714.108, 719.884]"
710.8,0,"(706.339, 714.108]"
721.06,0,"(719.884, 725.226]"
741.47,0,"(738.213, 742.46]"
733.7,0,"(729.815, 733.84]"
738.36,0,"(738.213, 742.46]"
755.67,0,"(747.821, 763.22]"
734.53,0,"(733.84, 738.213]"
711.15,0,"(706.339, 714.108]"
726.39,0,"(725.226, 729.815]"
741.03,0,"(738.213, 742.46]"
723.94,0,"(719.884, 725.226]"
738.76,0,"(738.213, 742.46]"
744.41,0,"(742.46, 747.821]"
718.25,0,"(714.108, 719.884]"
717.74,0,"(714.108, 719.884]"
734.65,0,"(733.84, 738.213]"
734.0,0,"(733.84, 738.213]"
747.82,0,"(742.46, 747.821]"
714.47,0,"(714.108, 719.884]"
726.47,0,"(725.226, 729.815]"
707.51,0,"(706.339, 714.108]"
730.21,0,"(729.815, 733.84]"
729.35,0,"(725.226, 729.815]"
721.02,0,"(719.884, 725.226]"
729.79,0,"(725.226, 729.815]"
736.03,0,"(733.84, 738.213]"
753.96,0,"(747.821, 763.22]"
700.92,0,"(692.399, 706.339]"
727.62,0,"(725.226, 729.815]"
715.38,1,"(714.108, 719.884]"
718.95,0,"(714.108, 719.884]"
740.36,0,"(738.213, 742.46]"
742.3,0,"(738.213, 742.46]"
732.9,0,"(729.815, 733.84]"
740.27,0,"(738.213, 742.46]"
732.19,0,"(729.815, 733.84]"
731.79,0,"(729.815, 733.84]"
745.94,0,"(742.46, 747.821]"
745.1,0,"(742.46, 747.821]"
725.27,0,"(725.226, 729.815]"
738.04,0,"(733.84, 738.213]"
743.94,0,"(742.46, 747.821]"
735.35,0,"(733.84, 738.213]"
722.99,0,"(719.884, 725.226]"
720.53,0,"(719.884, 725.226]"
712.01,0,"(706.339, 714.108]"
708.55,1,"(706.339, 714.108]"
738.97,0,"(738.213, 742.46]"
732.56,0,"(729.815, 733.84]"
719.52,0,"(714.108, 719.884]"
721.36,0,"(719.884, 725.226]"
749.67,0,"(747.821, 763.22]"
727.38,0,"(725.226, 729.815]"
743.34,0,"(742.46, 747.821]"
731.61,0,"(729.815, 733.84]"
716.73,0,"(714.108, 719.884]"
730.17,0,"(729.815, 733.84]"
744.65,0,"(742.46, 747.821]"
728.56,0,"(725.226, 729.815]"
719.64,0,"(714.108, 719.884]"
702.81,0,"(692.399, 706.339]"
732.29,0,"(729.815, 733.84]"
725.36,0,"(725.226, 729.815]"
736.29,0,"(733.84, 738.213]"
743.06,0,"(742.46, 747.821]"
740.26,0,"(738.213, 742.46]"
712.33,0,"(706.339, 714.108]"
741.9,0,"(738.213, 742.46]"
750.65,0,"(747.821, 763.22]"
734.33,0,"(733.84, 738.213]"
732.76,1,"(729.815, 733.84]"
721.65,0,"(719.884, 725.226]"
715.0,0,"(714.108, 719.884]"
716.72,0,"(714.108, 719.884]"
719.48,0,"(714.108, 719.884]"
738.61,0,"(738.213, 742.46]"
725.84,0,"(725.226, 729.815]"
720.5,0,"(719.884, 725.226]"
734.27,0,"(733.84, 738.213]"
750.87,0,"(747.821, 763.22]"
736.7,0,"(733.84, 738.213]"
710.25,0,"(706.339, 714.108]"
717.37,0,"(714.108, 719.884]"
712.26,0,"(706.339, 714.108]"
703.41,0,"(692.399, 706.339]"
717.57,0,"(714.108, 719.884]"
739.18,0,"(738.213, 742.46]"
720.29,1,"(719.884, 725.226]"
728.73,0,"(725.226, 729.815]"
712.51,0,"(706.339, 714.108]"
738.48,0,"(738.213, 742.46]"
702.42,0,"(692.399, 706.339]"
754.43,0,"(747.821, 763.22]"
720.39,0,"(719.884, 725.226]"
726.81,0,"(725.226, 729.815]"
722.91,1,"(719.884, 725.226]"
709.45,1,"(706.339, 714.108]"
747.35,0,"(742.46, 747.821]"
738.28,0,"(738.213, 742.46]"
719.54,0,"(714.108, 719.884]"
726.83,0,"(725.226, 729.815]"
715.64,0,"(714.108, 719.884]"
742.3,0,"(738.213, 742.46]"
706.93,0,"(706.339, 714.108]"
744.4,0,"(742.46, 747.821]"
743.45,0,"(742.46, 747.821]"
733.94,0,"(733.84, 738.213]"
738.35,0,"(738.213, 742.46]"
749.41,0,"(747.821, 763.22]"
729.27,0,"(725.226, 729.815]"
708.55,0,"(706.339, 714.108]"
745.73,0,"(742.46, 747.821]"
729.15,0,"(725.226, 729.815]"
747.06,0,"(742.46, 747.821]"
751.91,0,"(747.821, 763.22]"
752.69,0,"(747.821, 763.22]"
722.12,0,"(719.884, 725.226]"
728.71,0,"(725.226, 729.815]"
736.39,0,"(733.84, 738.213]"
711.7,0,"(706.339, 714.108]"
722.63,0,"(719.884, 725.226]"
743.73,0,"(742.46, 747.821]"
743.11,0,"(742.46, 747.821]"
737.08,0,"(733.84, 738.213]"
720.4,0,"(719.884, 725.226]"
737.06,1,"(733.84, 738.213]"
716.01,0,"(714.108, 719.884]"
735.02,0,"(733.84, 738.213]"
746.44,0,"(742.46, 747.821]"
717.08,0,"(714.108, 719.884]"
732.14,0,"(729.815, 733.84]"
754.35,0,"(747.821, 763.22]"
738.55,0,"(738.213, 742.46]"
750.46,0,"(747.821, 763.22]"
753.6,0,"(747.821, 763.22]"
721.65,0,"(719.884, 725.226]"
732.99,0,"(729.815, 733.84]"
722.94,0,"(719.884, 725.226]"
715.44,0,"(714.108, 719.884]"
738.95,0,"(738.213, 742.46]"
734.87,0,"(733.84, 738.213]"
735.55,0,"(733.84, 738.213]"
746.24,0,"(742.46, 747.821]"
754.98,0,"(747.821, 763.22]"
721.34,0,"(719.884, 725.226]"
734.43,0,"(733.84, 738.213]"
723.78,0,"(719.884, 725.226]"
725.09,0,"(719.884, 725.226]"
738.92,0,"(738.213, 742.46]"
734.86,0,"(733.84, 738.213]"
741.19,0,"(738.213, 742.46]"
699.61,0,"(692.399, 706.339]"
715.31,1,"(714.108, 719.884]"
727.95,0,"(725.226, 729.815]"
708.83,0,"(706.339, 714.108]"
723.04,0,"(719.884, 725.226]"
712.21,0,"(706.339, 714.108]"
746.46,0,"(742.46, 747.821]"
711.67,0,"(706.339, 714.108]"
742.01,0,"(738.213, 742.46]"
759.24,0,"(747.821, 763.22]"
737.22,0,"(733.84, 738.213]"
741.8,0,"(738.213, 742.46]"
741.83,0,"(738.213, 742.46]"
751.14,0,"(747.821, 763.22]"
741.71,0,"(738.213, 742.46]"
734.12,0,"(733.84, 738.213]"
747.36,0,"(742.46, 747.821]"
755.15,0,"(747.821, 763.22]"
716.26,0,"(714.108, 719.884]"
755.07,0,"(747.821, 763.22]"
753.59,0,"(747.821, 763.22]"
730.2,0,"(729.815, 733.84]"
716.32,0,"(714.108, 719.884]"
713.33,1,"(706.339, 714.108]"
749.28,0,"(747.821, 763.22]"
695.22,1,"(692.399, 706.339]"
744.5,0,"(742.46, 747.821]"
749.36,0,"(747.821, 763.22]"
711.6,0,"(706.339, 714.108]"
697.94,0,"(692.399, 706.339]"
748.9,0,"(747.821, 763.22]"
709.22,0,"(706.339, 714.108]"
723.48,0,"(719.884, 725.226]"
739.91,0,"(738.213, 742.46]"
732.41,0,"(729.815, 733.84]"
722.84,0,"(719.884, 725.226]"
707.41,0,"(706.339, 714.108]"
714.58,0,"(714.108, 719.884]"
722.49,0,"(719.884, 725.226]"
705.1,0,"(692.399, 706.339]"
700.47,0,"(692.399, 706.339]"
715.44,0,"(714.108, 719.884]"
724.3,0,"(719.884, 725.226]"
736.74,0,"(733.84, 738.213]"
722.07,0,"(719.884, 725.226]"
709.87,0,"(706.339, 714.108]"
737.99,1,"(733.84, 738.213]"
747.62,0,"(742.46, 747.821]"
736.08,1,"(733.84, 738.213]"
729.79,0,"(725.226, 729.815]"
720.66,0,"(719.884, 725.226]"
716.88,0,"(714.108, 719.884]"
726.58,1,"(725.226, 729.815]"
732.81,0,"(729.815, 733.84]"
747.83,0,"(747.821, 763.22]"
729.31,0,"(725.226, 729.815]"
721.08,0,"(719.884, 725.226]"
706.55,0,"(706.339, 714.108]"
698.83,0,"(692.399, 706.339]"
729.69,0,"(725.226, 729.815]"
701.45,0,"(692.399, 706.339]"
705.03,0,"(692.399, 706.339]"
700.08,0,"(692.399, 706.339]"
702.13,0,"(692.399, 706.339]"
731.3,0,"(729.815, 733.84]"
732.27,0,"(729.815, 733.84]"
713.09,0,"(706.339, 714.108]"
698.4,0,"(692.399, 706.339]"
728.96,0,"(725.226, 729.815]"
718.38,0,"(714.108, 719.884]"
722.34,0,"(719.884, 725.226]"
752.57,0,"(747.821, 763.22]"
738.96,0,"(738.213, 742.46]"
744.69,0,"(742.46, 747.821]"
727.16,0,"(725.226, 729.815]"
723.32,0,"(719.884, 725.226]"
718.92,0,"(714.108, 719.884]"
735.91,0,"(733.84, 738.213]"
711.21,0,"(706.339, 714.108]"
731.13,0,"(729.815, 733.84]"
762.2,0,"(747.821, 763.22]"
724.68,0,"(719.884, 725.226]"
741.33,0,"(738.213, 742.46]"
712.38,0,"(706.339, 714.108]"
718.81,0,"(714.108, 719.884]"
747.63,0,"(742.46, 747.821]"
738.63,0,"(738.213, 742.46]"
711.54,1,"(706.339, 714.108]"
743.51,0,"(742.46, 747.821]"
734.64,0,"(733.84, 738.213]"
743.64,0,"(742.46, 747.821]"
721.14,1,"(719.884, 725.226]"
739.3,0,"(738.213, 742.46]"
703.73,0,"(692.399, 706.339]"
705.54,0,"(692.399, 706.339]"
736.35,0,"(733.84, 738.213]"
757.52,0,"(747.821, 763.22]"
733.3,0,"(729.815, 733.84]"
709.58,1,"(706.339, 714.108]"
735.77,0,"(733.84, 738.213]"
744.0,0,"(742.46, 747.821]"
742.89,0,"(742.46, 747.821]"
699.0,1,"(692.399, 706.339]"
698.93,0,"(692.399, 706.339]"
702.45,0,"(692.399, 706.339]"
711.13,0,"(706.339, 714.108]"
716.1,0,"(714.108, 719.884]"
721.76,1,"(719.884, 725.226]"
727.08,0,"(725.226, 729.815]"
718.3,0,"(714.108, 719.884]"
739.83,0,"(738.213, 742.46]"
736.41,0,"(733.84, 738.213]"
727.52,0,"(725.226, 729.815]"
741.03,0,"(738.213, 742.46]"
699.27,0,"(692.399, 706.339]"
726.23,0,"(725.226, 729.815]"
745.0,0,"(742.46, 747.821]"
723.61,0,"(719.884, 725.226]"
757.36,0,"(747.821, 763.22]"
739.17,0,"(738.213, 742.46]"
734.35,0,"(733.84, 738.213]"
697.81,0,"(692.399, 706.339]"
706.0,0,"(692.399, 706.339]"
713.51,1,"(706.339, 714.108]"
697.34,0,"(692.399, 706.339]"
735.07,0,"(733.84, 738.213]"
726.05,0,"(725.226, 729.815]"
730.21,0,"(729.815, 733.84]"
722.8,0,"(719.884, 725.226]"
717.21,0,"(714.108, 719.884]"
733.76,0,"(729.815, 733.84]"
716.02,0,"(714.108, 719.884]"
744.41,0,"(742.46, 747.821]"
744.44,0,"(742.46, 747.821]"
737.08,0,"(733.84, 738.213]"
744.3,0,"(742.46, 747.821]"
720.38,0,"(719.884, 725.226]"
737.56,0,"(733.84, 738.213]"
729.84,0,"(729.815, 733.84]"
714.29,0,"(714.108, 719.884]"
734.59,0,"(733.84, 738.213]"
747.82,0,"(742.46, 747.821]"
751.41,0,"(747.821, 763.22]"
710.0,0,"(706.339, 714.108]"
722.18,0,"(719.884, 725.226]"
744.48,0,"(742.46, 747.821]"
710.57,0,"(706.339, 714.108]"
727.13,0,"(725.226, 729.815]"
727.8,0,"(725.226, 729.815]"
717.11,0,"(714.108, 719.884]"
733.77,0,"(729.815, 733.84]"
716.05,0,"(714.108, 719.884]"
742.98,0,"(742.46, 747.821]"
706.5,0,"(706.339, 714.108]"
699.37,1,"(692.399, 706.339]"
746.68,0,"(742.46, 747.821]"
739.0,0,"(738.213, 742.46]"
713.27,0,"(706.339, 714.108]"
733.22,0,"(729.815, 733.84]"
746.15,0,"(742.46, 747.821]"
731.23,0,"(729.815, 733.84]"
704.19,0,"(692.399, 706.339]"
703.61,0,"(692.399, 706.339]"
701.98,0,"(692.399, 706.339]"
713.5,0,"(706.339, 714.108]"
744.0,0,"(742.46, 747.821]"
733.27,0,"(729.815, 733.84]"
713.16,0,"(706.339, 714.108]"
718.92,0,"(714.108, 719.884]"
698.96,0,"(692.399, 706.339]"
717.2,0,"(714.108, 719.884]"
745.01,0,"(742.46, 747.821]"
722.95,0,"(719.884, 725.226]"
731.12,0,"(729.815, 733.84]"
756.17,0,"(747.821, 763.22]"
712.02,0,"(706.339, 714.108]"
736.15,0,"(733.84, 738.213]"
709.19,1,"(706.339, 714.108]"
741.25,0,"(738.213, 742.46]"
727.06,0,"(725.226, 729.815]"
725.19,0,"(719.884, 725.226]"
747.0,0,"(742.46, 747.821]"
732.72,0,"(729.815, 733.84]"
753.39,0,"(747.821, 763.22]"
733.94,0,"(733.84, 738.213]"
732.17,0,"(729.815, 733.84]"
730.53,0,"(729.815, 733.84]"
723.72,0,"(719.884, 725.226]"
722.6,0,"(719.884, 725.226]"
735.74,0,"(733.84, 738.213]"
731.48,0,"(729.815, 733.84]"
757.44,0,"(747.821, 763.22]"
716.81,0,"(714.108, 719.884]"
754.81,0,"(747.821, 763.22]"
743.11,0,"(742.46, 747.821]"
741.36,0,"(738.213, 742.46]"
702.41,0,"(692.399, 706.339]"
704.55,0,"(692.399, 706.339]"
746.15,1,"(742.46, 747.821]"
746.06,0,"(742.46, 747.821]"
751.61,0,"(747.821, 763.22]"
724.48,0,"(719.884, 725.226]"
716.78,0,"(714.108, 719.884]"
711.09,0,"(706.339, 714.108]"
742.14,0,"(738.213, 742.46]"
743.82,0,"(742.46, 747.821]"
726.49,0,"(725.226, 729.815]"
731.19,1,"(729.815, 733.84]"
718.44,0,"(714.108, 719.884]"
722.46,0,"(719.884, 725.226]"
750.68,0,"(747.821, 763.22]"
739.61,0,"(738.213, 742.46]"
701.57,0,"(692.399, 706.339]"
753.68,0,"(747.821, 763.22]"
713.43,0,"(706.339, 714.108]"
705.76,0,"(692.399, 706.339]"
752.68,0,"(747.821, 763.22]"
700.47,0,"(692.399, 706.339]"
728.51,0,"(725.226, 729.815]"
719.03,0,"(714.108, 719.884]"
754.93,0,"(747.821, 763.22]"
734.22,0,"(733.84, 738.213]"
734.06,0,"(733.84, 738.213]"
735.24,0,"(733.84, 738.213]"
732.44,0,"(729.815, 733.84]"
713.0,0,"(706.339, 714.108]"
734.13,0,"(733.84, 738.213]"
725.03,0,"(719.884, 725.226]"
748.88,0,"(747.821, 763.22]"
710.8,1,"(706.339, 714.108]"
744.44,0,"(742.46, 747.821]"
714.15,0,"(714.108, 719.884]"
732.93,0,"(729.815, 733.84]"
723.72,0,"(719.884, 725.226]"
729.9,0,"(729.815, 733.84]"
742.06,0,"(738.213, 742.46]"
736.03,0,"(733.84, 738.213]"
713.05,0,"(706.339, 714.108]"
734.96,0,"(733.84, 738.213]"
715.81,0,"(714.108, 719.884]"
733.05,0,"(729.815, 733.84]"
754.55,0,"(747.821, 763.22]"
737.74,0,"(733.84, 738.213]"
714.31,0,"(714.108, 719.884]"
725.22,0,"(719.884, 725.226]"
725.86,0,"(725.226, 729.815]"
734.13,0,"(733.84, 738.213]"
705.41,0,"(692.399, 706.339]"
756.7,0,"(747.821, 763.22]"
726.99,0,"(725.226, 729.815]"
730.14,0,"(729.815, 733.84]"
721.06,0,"(719.884, 725.226]"
747.43,0,"(742.46, 747.821]"
739.5,0,"(738.213, 742.46]"
712.27,0,"(706.339, 714.108]"
716.89,0,"(714.108, 719.884]"
739.65,0,"(738.213, 742.46]"
711.43,0,"(706.339, 714.108]"
731.09,0,"(729.815, 733.84]"
716.72,0,"(714.108, 719.884]"
708.57,0,"(706.339, 714.108]"
739.87,0,"(738.213, 742.46]"
712.07,0,"(706.339, 714.108]"
748.73,0,"(747.821, 763.22]"
732.81,0,"(729.815, 733.84]"
701.17,0,"(692.399, 706.339]"
714.76,0,"(714.108, 719.884]"
709.48,0,"(706.339, 714.108]"
701.58,0,"(692.399, 706.339]"
711.69,1,"(706.339, 714.108]"
742.46,0,"(738.213, 742.46]"
733.6,0,"(729.815, 733.84]"
746.99,0,"(742.46, 747.821]"
741.78,0,"(738.213, 742.46]"
731.17,0,"(729.815, 733.84]"
730.98,0,"(729.815, 733.84]"
730.15,0,"(729.815, 733.84]"
743.57,0,"(742.46, 747.821]"
737.23,0,"(733.84, 738.213]"
718.6,0,"(714.108, 719.884]"
756.59,0,"(747.821, 763.22]"
745.47,0,"(742.46, 747.821]"
736.65,0,"(733.84, 738.213]"
745.67,0,"(742.46, 747.821]"
737.62,0,"(733.84, 738.213]"
733.88,0,"(733.84, 738.213]"
748.87,0,"(747.821, 763.22]"
702.47,0,"(692.399, 706.339]"
716.76,0,"(714.108, 719.884]"
718.65,1,"(714.108, 719.884]"
738.09,0,"(733.84, 738.213]"
740.12,0,"(738.213, 742.46]"
733.5,0,"(729.815, 733.84]"
715.27,0,"(714.108, 719.884]"
755.61,0,"(747.821, 763.22]"
713.82,0,"(706.339, 714.108]"
729.42,0,"(725.226, 729.815]"
712.41,0,"(706.339, 714.108]"
739.69,0,"(738.213, 742.46]"
737.26,0,"(733.84, 738.213]"
752.99,0,"(747.821, 763.22]"
717.93,0,"(714.108, 719.884]"
742.03,0,"(738.213, 742.46]"
708.19,0,"(706.339, 714.108]"
704.64,0,"(692.399, 706.339]"
739.47,0,"(738.213, 742.46]"
696.68,1,"(692.399, 706.339]"
736.41,0,"(733.84, 738.213]"
736.4,0,"(733.84, 738.213]"
719.63,0,"(714.108, 719.884]"
700.15,0,"(692.399, 706.339]"
724.97,0,"(719.884, 725.226]"
718.95,0,"(714.108, 719.884]"
708.66,0,"(706.339, 714.108]"
721.66,0,"(719.884, 725.226]"
735.49,0,"(733.84, 738.213]"
705.07,0,"(692.399, 706.339]"
747.11,0,"(742.46, 747.821]"
736.81,0,"(733.84, 738.213]"
725.42,0,"(725.226, 729.815]"
713.89,0,"(706.339, 714.108]"
744.02,0,"(742.46, 747.821]"
714.47,0,"(714.108, 719.884]"
708.3,1,"(706.339, 714.108]"
724.48,0,"(719.884, 725.226]"
732.04,0,"(729.815, 733.84]"
742.44,0,"(738.213, 742.46]"
722.77,0,"(719.884, 725.226]"
702.43,0,"(692.399, 706.339]"
738.75,0,"(738.213, 742.46]"
727.73,0,"(725.226, 729.815]"
724.86,0,"(719.884, 725.226]"
741.11,0,"(738.213, 742.46]"
744.86,0,"(742.46, 747.821]"
742.16,0,"(738.213, 742.46]"
724.46,0,"(719.884, 725.226]"
735.77,0,"(733.84, 738.213]"
741.21,0,"(738.213, 742.46]"
755.79,0,"(747.821, 763.22]"
711.76,0,"(706.339, 714.108]"
741.04,0,"(738.213, 742.46]"
721.97,0,"(719.884, 725.226]"
726.19,1,"(725.226, 729.815]"
699.61,0,"(692.399, 706.339]"
717.25,0,"(714.108, 719.884]"
749.1,0,"(747.821, 763.22]"
717.77,0,"(714.108, 719.884]"
739.44,0,"(738.213, 742.46]"
747.98,0,"(747.821, 763.22]"
737.5,0,"(733.84, 738.213]"
715.22,0,"(714.108, 719.884]"
737.25,0,"(733.84, 738.213]"
710.75,1,"(706.339, 714.108]"
744.34,0,"(742.46, 747.821]"
701.81,0,"(692.399, 706.339]"
727.39,0,"(725.226, 729.815]"
708.27,0,"(706.339, 714.108]"
718.71,0,"(714.108, 719.884]"
735.82,0,"(733.84, 738.213]"
726.88,0,"(725.226, 729.815]"
700.23,1,"(692.399, 706.339]"
696.91,0,"(692.399, 706.339]"
729.44,0,"(725.226, 729.815]"
703.92,0,"(692.399, 706.339]"
733.88,0,"(733.84, 738.213]"
744.44,0,"(742.46, 747.821]"
724.86,0,"(719.884, 725.226]"
731.17,0,"(729.815, 733.84]"
713.91,0,"(706.339, 714.108]"
718.33,0,"(714.108, 719.884]"
713.4,0,"(706.339, 714.108]"
706.23,1,"(692.399, 706.339]"
746.47,0,"(742.46, 747.821]"
747.15,0,"(742.46, 747.821]"
736.02,0,"(733.84, 738.213]"
728.66,0,"(725.226, 729.815]"
706.79,0,"(706.339, 714.108]"
727.84,0,"(725.226, 729.815]"
742.54,0,"(742.46, 747.821]"
733.5,0,"(729.815, 733.84]"
709.0,0,"(706.339, 714.108]"
729.79,0,"(725.226, 729.815]"
741.24,0,"(738.213, 742.46]"
754.0,0,"(747.821, 763.22]"
738.52,0,"(738.213, 742.46]"
727.24,0,"(725.226, 729.815]"
732.14,0,"(729.815, 733.84]"
728.11,0,"(725.226, 729.815]"
738.75,0,"(738.213, 742.46]"
712.0,0,"(706.339, 714.108]"
708.02,0,"(706.339, 714.108]"
739.08,0,"(738.213, 742.46]"
714.41,1,"(714.108, 719.884]"
717.64,0,"(714.108, 719.884]"
711.91,0,"(706.339, 714.108]"
740.24,1,"(738.213, 742.46]"
701.41,0,"(692.399, 706.339]"
719.03,0,"(714.108, 719.884]"
753.28,0,"(747.821, 763.22]"
734.98,0,"(733.84, 738.213]"
